date,demand
2022-01-01,52.483570765056164
2022-01-02,49.56757203592755
2022-01-03,53.75605621934555
2022-01-04,58.39113580483719
2022-01-05,49.863072444267026
2022-01-06,50.120314272317664
2022-01-07,59.44335742543977
2022-01-08,55.639724023903604
2022-01-09,49.70922710118461
2022-01-10,55.022069217141876
2022-01-11,50.24330243651316
2022-01-12,50.48114762225591
2022-01-13,54.2671296314277
2022-01-14,43.73638939626268
2022-01-15,44.921459707860194
2022-01-16,50.97549230673461
2022-01-17,48.961116785727555
2022-01-18,55.83215305892402
2022-01-19,49.95358363206556
2022-01-20,47.66196066782758
2022-01-21,62.27833170044359
2022-01-22,54.04449663934389
2022-01-23,55.730841368431605
2022-01-24,48.485666171982615
2022-01-25,53.0999398545818
2022-01-26,56.585009998124534
2022-01-27,50.479930131475825
2022-01-28,58.313709384451506
2022-01-29,53.62803313281393
2022-01-30,55.364319741070794
2022-01-31,54.00124353691451
2022-02-01,66.45345647761893
2022-02-02,57.3020470361537
2022-02-03,52.253505798452075
2022-02-04,61.82225630846574
2022-02-05,51.767616556235396
2022-02-06,59.07317878941261
2022-02-07,48.38215388776226
2022-02-08,51.685733982379915
2022-02-09,59.45154817162845
2022-02-10,62.29447646411206
2022-02-11,59.58811991427556
2022-02-12,58.2763188445909
2022-02-13,57.466387686297786
2022-02-14,51.6906276143304
2022-02-15,55.589258786984225
2022-02-16,56.98436854645409
2022-02-17,64.6660299920639
2022-02-18,61.18507840767037
2022-02-19,50.73200788827179
2022-02-20,61.24145004540998
2022-02-21,57.762990669982315
2022-02-22,56.36466912028844
2022-02-23,62.86200198169407
2022-02-24,65.0063875026485
2022-02-25,64.54895575224708
2022-02-26,55.73100112486735
2022-02-27,58.40890561354226
2022-02-28,61.63248988003029
2022-03-01,64.86841585186319
2022-03-02,57.602639051182045
2022-03-03,59.07133266984721
2022-03-04,54.46236653548057
2022-03-05,54.00072242182982
2022-03-06,64.02540731139125
2022-03-07,66.71832224178654
2022-03-08,59.54475383197396
2022-03-09,64.88351137653171
2022-03-10,61.62845568177248
2022-03-11,56.54252222493697
2022-03-12,61.51639620180259
2022-03-13,67.3343892704291
2022-03-14,59.3933993099864
2022-03-15,67.31765370577888
2022-03-16,46.31125103317504
2022-03-17,63.42872202693699
2022-03-18,59.65743046980896
2022-03-19,57.62396170759156
2022-03-20,59.46849256170171
2022-03-21,48.956494491031634
2022-03-22,57.674667502806855
2022-03-23,60.43139649458755
2022-03-24,65.9023146395511
2022-03-25,55.78279733918865
2022-03-26,54.187370644470626
2022-03-27,55.57122662414708
2022-03-28,62.50177900802127
2022-03-29,59.40796801024824
2022-03-30,54.949650582610595
2022-03-31,59.99393412484092
2022-04-01,57.737150818173966
2022-04-02,61.91429276452992
2022-04-03,53.37536684404601
2022-04-04,55.057270153729014
2022-04-05,54.54050017102666
2022-04-06,48.98456813662354
2022-04-07,57.5796214293236
2022-04-08,57.19708496539538
2022-04-09,55.70621475052386
2022-04-10,54.29274252187647
2022-04-11,48.170191167738004
2022-04-12,52.921667486631534
2022-04-13,53.08580219696402
2022-04-14,50.55925175091528
2022-04-15,53.53240883284553
2022-04-16,56.124382338600256
2022-04-17,63.297596935466835
2022-04-18,54.49950376671352
2022-04-19,54.67188275195053
2022-04-20,52.76714869211007
2022-04-21,43.298665118870474
2022-04-22,52.511155680191806
2022-04-23,52.69430769258071
2022-04-24,64.4571944879061
2022-04-25,50.92557113062356
2022-04-26,53.140239453123556
2022-04-27,51.20297629734546
2022-04-28,45.27625457293542
2022-04-29,56.57611787138129
2022-04-30,54.363450137656734
2022-05-01,54.300321124912315
2022-05-02,45.53936914500849
2022-05-03,56.84136514562661
2022-05-04,42.559341159281246
2022-05-05,52.244374024958105
2022-05-06,60.004321264351674
2022-05-07,43.841951571793324
2022-05-08,45.70654265453766
2022-05-09,48.780666294525446
2022-05-10,45.51056078793938
2022-05-11,40.021473505106194
2022-05-12,47.86594885221388
2022-05-13,41.96161914647453
2022-05-14,49.39293161462388
2022-05-15,42.18167441084608
2022-05-16,54.284453129726096
2022-05-17,42.37682314786814
2022-05-18,44.443575538690936
2022-05-19,49.884908079092696
2022-05-20,39.42924322867638
2022-05-21,46.49006795258296
2022-05-22,51.66080088910854
2022-05-23,36.863257783292504
2022-05-24,45.60284852750816
2022-05-25,45.761665073636784
2022-05-26,48.157649675145855
2022-05-27,37.85392159091733
2022-05-28,37.23052820829319
2022-05-29,46.2407895347356
2022-05-30,44.918545043936724
2022-05-31,44.493027810281845
2022-06-01,44.784277817047155
2022-06-02,39.46804408580158
2022-06-03,43.850348077250686
2022-06-04,43.9802548847824
2022-06-05,38.77396615405617
2022-06-06,51.510557731043484
2022-06-07,44.39205288260877
2022-06-08,35.91292151920143
2022-06-09,45.00420826792724
2022-06-10,36.70558279963528
2022-06-11,45.37761029569779
2022-06-12,47.104098207786954
2022-06-13,37.08246652979964
2022-06-14,45.88342530836597
2022-06-15,43.01710456688259
2022-06-16,44.95622071471879
2022-06-17,50.2287414404664
2022-06-18,39.4228969931315
2022-06-19,36.792485875128875
2022-06-20,36.03125119276524
2022-06-21,36.32381128084693
2022-06-22,39.94782716599728
2022-06-23,41.97604884603731
2022-06-24,41.59721874369055
2022-06-25,44.299717175708686
2022-06-26,40.18544047610207
2022-06-27,47.35135446531184
2022-06-28,38.73030058685829
2022-06-29,53.63099904794496
2022-06-30,43.14174191202047
2022-07-01,35.71756407296405
2022-07-02,34.645537509694435
2022-07-03,42.415713931261394
2022-07-04,38.896091246566186
2022-07-05,43.600155685457324
2022-07-06,42.4197728759158
2022-07-07,39.71953951624089
2022-07-08,35.886462426370514
2022-07-09,32.589564807099244
2022-07-10,37.98118998670534
2022-07-11,44.55228294357145
2022-07-12,41.403804433718825
2022-07-13,34.17416881211418
2022-07-14,41.34472797014877
2022-07-15,42.487753595560505
2022-07-16,36.23055039214019
2022-07-17,41.5134020569243
2022-07-18,41.136963506976336
2022-07-19,35.238348443046974
2022-07-20,42.85548146388579
2022-07-21,43.989800753399365
2022-07-22,46.72637652862632
2022-07-23,46.71119753716003
2022-07-24,34.69064431098643
2022-07-25,37.03231502518248
2022-07-26,44.44461534125797
2022-07-27,44.59181803261088
2022-07-28,44.75692360684994
2022-07-29,61.6093806974616
2022-07-30,45.36934507175482
2022-07-31,48.36690779234866
2022-08-01,47.638176511160054
2022-08-02,46.308993026091265
2022-08-03,41.66421733535073
2022-08-04,47.22846778023713
2022-08-05,39.76695563396325
2022-08-06,42.648718240014524
2022-08-07,41.61185740616223
2022-08-08,44.65790601319092
2022-08-09,56.035543935762206
2022-08-10,35.34335327188789
2022-08-11,48.33197490797121
2022-08-12,37.061507761748146
2022-08-13,42.99310895061515
2022-08-14,51.02831779568299
2022-08-15,46.13872208772167
2022-08-16,40.66515923007279
2022-08-17,42.71657106324949
2022-08-18,49.932769849311775
2022-08-19,43.12696242342941
2022-08-20,48.10726240935785
2022-08-21,47.50099691462413
2022-08-22,44.26513224015466
2022-08-23,58.494511107063474
2022-08-24,51.19753417011044
2022-08-25,38.156696535799206
2022-08-26,49.470302876398655
2022-08-27,45.485700873604834
2022-08-28,53.3142098092829
2022-08-29,45.34748486379324
2022-08-30,48.99491426590816
2022-08-31,52.3523299858484
2022-09-01,54.4150823898328
2022-09-02,44.3436793544182
2022-09-03,48.931278795018116
2022-09-04,48.487277243001415
2022-09-05,47.85299859816452
2022-09-06,60.203806347277165
2022-09-07,53.65741129626027
2022-09-08,45.58295618285394
2022-09-09,56.730293660753546
2022-09-10,63.00393762793875
2022-09-11,57.80605136019362
2022-09-12,45.29567136559561
2022-09-13,50.71820790660965
2022-09-14,59.71868654426982
2022-09-15,50.088267374460415
2022-09-16,56.08576457014534
2022-09-17,57.977298321674255
2022-09-18,49.704185033285164
2022-09-19,54.273011316714374
2022-09-20,38.593038079252494
2022-09-21,49.90295589378688
2022-09-22,53.984204121024284
2022-09-23,49.22676227892796
2022-09-24,63.84270398696974
2022-09-25,48.741101714692775
2022-09-26,53.89879761051581
2022-09-27,56.95584576371459
2022-09-28,63.707407382018026
2022-09-29,49.516270130820665
2022-09-30,62.70145107420757
2022-10-01,57.12223311696341
2022-10-02,52.34421981619401
2022-10-03,59.7381143305905
2022-10-04,58.59375007931314
2022-10-05,54.763128076155844
2022-10-06,58.273778844461006
2022-10-07,56.15344385776096
2022-10-08,58.7974253851928
2022-10-09,61.68480180316212
2022-10-10,66.44292849657027
2022-10-11,52.45675614289458
2022-10-12,69.43819381527575
2022-10-13,49.13390006642359
2022-10-14,58.25076320384627
2022-10-15,62.060584492343786
2022-10-16,60.627154467293266
2022-10-17,56.2057119059579
2022-10-18,58.36936530183739
2022-10-19,57.02943075341469
2022-10-20,56.625705720815105
2022-10-21,63.89221692320437
2022-10-22,61.494495604085756
2022-10-23,56.30357302165932
2022-10-24,64.31827493370056
2022-10-25,61.40234449145464
2022-10-26,63.969115034070434
2022-10-27,63.08526630855048
2022-10-28,55.8178031448099
2022-10-29,57.18085034124832
2022-10-30,63.73050943112702
2022-10-31,63.05147888033362
2022-11-01,59.894002270587755
2022-11-02,60.577327132795304
2022-11-03,66.3644972019546
2022-11-04,56.99711054861918
2022-11-05,62.662575646830724
2022-11-06,58.881591894496616
2022-11-07,58.76298387403264
2022-11-08,65.29750479742569
2022-11-09,63.87636086675839
2022-11-10,63.755950252067095
2022-11-11,66.14842423420765
2022-11-12,59.65222787324925
2022-11-13,62.876751816302885
2022-11-14,57.82908507800204
2022-11-15,60.90839416369523
2022-11-16,58.53776455711935
2022-11-17,59.56821739113113
2022-11-18,61.9476912914288
2022-11-19,54.76345684036474
2022-11-20,69.19321488675301
2022-11-21,53.5720566566365
2022-11-22,52.39629892834418
2022-11-23,64.1172185943724
2022-11-24,62.1388179769758
2022-11-25,61.1494598996496
2022-11-26,61.0135623524119
2022-11-27,57.64829788371522
2022-11-28,53.05578858580242
2022-11-29,57.748555950812
2022-11-30,53.806256997513685
2022-12-01,61.885375265150245
2022-12-02,56.087501582526485
2022-12-03,52.5037405984454
2022-12-04,54.82829008445818
2022-12-05,58.29955528996546
2022-12-06,53.21177428555533
2022-12-07,51.710751499375554
2022-12-08,56.82784316050945
2022-12-09,56.618033200535606
2022-12-10,52.638662264920924
2022-12-11,52.594896327744195
2022-12-12,55.88372886129223
2022-12-13,47.253282302184985
2022-12-14,47.22359752406488
2022-12-15,50.4330512811375
2022-12-16,52.71969419438024
2022-12-17,55.100586698415384
2022-12-18,60.67957170429943
2022-12-19,57.34561638960763
2022-12-20,52.01010374029005
2022-12-21,52.465309861062025
2022-12-22,47.29662217602302
2022-12-23,51.96403335089741
2022-12-24,50.35925718353837
2022-12-25,53.16088614959325
2022-12-26,47.15484433930196
2022-12-27,53.63057188908955
2022-12-28,58.43968108780995
2022-12-29,49.97381278655781
2022-12-30,52.26745215227818
2022-12-31,53.45071995855557
